,url,street_address,city,state,zipcode,neighborhood,beds,baths,square_footage,price,listing_type,description,details,home_type,pets,year_built,deposit,parking_type,utilities_included,smoking,living_room,dishwasher,microwave,refrigerator,on_site_maint,on_site_mng,laundry,air_con,disposal,dryer,patio,pool,balcony,washer,basketball,ceiling_fan,fireplace,fitness,playground,floor_types,bbq,vaulted_ceiling
2318,https://www.trulia.com/p/ca/fair-oaks/4830-kitty-hawk-st-fair-oaks-ca-95628--1058365615,4830 Kitty Hawk St,Fair Oaks,CA,95628,UNKNOWN,3,0,1043,1650,RENT,"Yes, we are accepting applications NOW. All listings should be presumed available and are removed immediately after taking a deposit from an approved applicant.

Take advantage of our ONLINE APPLICATION PROCESS. You may submit your application online, fax, email or in person. We do not release information on the application activity and encourage you to apply if you are interested in this property. You will generally receive an email update on your application status within 1 business day after applying. If your application is not processed you will not be charged any fees.

Approved applicants are given 24hrs (1 business day) to place their deposit in order to hold the property and set a move in date. Please be sure to schedule a viewing of the property either before or immediately after submitting an application to rent.

This property can only be held with a paid security deposit that guarantees the move in for up to two weeks after your application is approved. Anything beyond two weeks must be approved by the property manager in writing. It is suggested you not apply until this is agreed to.

SCHEDULE An Agent SHOWING and receive email confirmation & a reminder via text message. Approved applicants may schedule private appointments if unable to attend one of our scheduled showings.

REQUIREMENTS:
Income (times monthly rent): 3
Credit (%): 3 Lines good credit with 6 month history or
Rent/Own Refer. (yrs min): 1
Co Signer Accepted: No

Each adult that intends to live in the property (everyone 18 years or older) must fully complete a separate application and pay the application fee.

The security deposit and one months rent must be paid in the form of a cashiers check or money order prior to occupancy. Upon payment of a deposit, we will hold a vacancy by written agreement.

DRE# 01394354

We Do Business in Accordance with State and Federal Fair Housing Laws. It is Illegal to Discriminate Against Any Person Because of Race, Color, Religion, Sex, Handicap, Familial Status or National Origin.

Pets guideline: No pets accepted
Lease terms: 12 Months lease to start
Water service: Tenant
Garbage service: Tenant
Sewer service: Tenant
Yard Care: Tenant

12 Months

*This Property Does Accept State/Fed Housing Subsidy Programs As A Source Of Income.
Carpet
Ceiling Fan
Ceramic Tile
Disposal
Fence
Internet Ready
Linoleum
Oven &Amp; Gas Stovetop
Walk In Closet(S)
Washer / Dryer Hookups
Window Coverings
","['Townhouse', 'No pets allowed', 'Built in 1958', '13 Days on Trulia', 'Deposit: $1,850', 'Living room', 'No smoking building', 'Cable TV Ready', 'No cats', 'See Virtual Tour', 'Balcony', 'Dishwasher', 'Fireplace', 'Microwave']",Townhouse,"('No pets allowed',)",1958.0,1850.0,UNKNOWN,UNKNOWN,No smoking,Living room,Dishwasher,Microwave,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Balcony,UNKNOWN,UNKNOWN,UNKNOWN,Fireplace,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2320,https://www.trulia.com/p/ca/sacramento/2604-h-st-sacramento-ca-95816--1010358743,2604 H St,Sacramento,CA,95816,Marshall School,2,0,1000,1400,RENT,"Yes, we are accepting applications NOW. All listings should be presumed available and are removed immediately after taking a deposit from an approved applicant.

Take advantage of our ONLINE APPLICATION PROCESS. You may submit your application online, fax, email or in person. We do not release information on the application activity and encourage you to apply if you are interested in this property. You will generally receive an email update on your application status within 1 business day after applying. If your application is not processed you will not be charged any fees.

Approved applicants are given 24hrs (1 business day) to place their deposit in order to hold the property and set a move in date. Please be sure to schedule a viewing of the property either before or immediately after submitting an application to rent.

This property can only be held with a paid security deposit that guarantees the move in for up to two weeks after your application is approved. Anything beyond two weeks must be approved by the property manager in writing. It is suggested you not apply until this is agreed to.

SCHEDULE An Agent SHOWING and receive email confirmation & a reminder via text message. Approved applicants may schedule private appointments if unable to attend one of our scheduled showings.

REQUIREMENTS: 
Income (times monthly rent): 3 
Credit (%): 3 Lines good credit with 6 month history or
Rent/Own Refer. (yrs min): 1 
Co Signer Accepted: No 

Each adult that intends to live in the property (everyone 18 years or older) must fully complete a separate application and pay the application fee. 

The security deposit and one months rent must be paid in the form of a cashiers check or money order prior to occupancy. Upon payment of a deposit, we will hold a vacancy by written agreement. 

DRE# 01486249

We Do Business in Accordance with State and Federal Fair Housing Laws. It is Illegal to Discriminate Against Any Person Because of Race, Color, Religion, Sex, Handicap, Familial Status or National Origin.

Pets guideline ($50mo pet rent): No Pets
Lease terms: 12 Monthsttt
Water service: Included
Garbage service: Included
Sewer service: Included
Yard Care: Included

*This Property Does Accept State/Fed Housing Subsidy Programs As A Source Of Income.
Carpet
Disposal
Washer / Dryer Hookups
","['Multi Family', 'No pets allowed', 'Built in 1950', '6 Days on Trulia', 'Deposit: $1,000', 'No smoking building', 'No cats', 'Balcony', 'Refrigerator']",Multi Family,"('No pets allowed',)",1950.0,1000.0,UNKNOWN,UNKNOWN,No smoking,UNKNOWN,UNKNOWN,UNKNOWN,Refrigerator,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Balcony,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2321,https://www.trulia.com/p/ca/sacramento/2418-t-st-6-sacramento-ca-95816--2171663394,2418 T St #6,Sacramento,CA,95816,Newton Booth,2,1.5,750,1695,RENT,"Waived $49/per adult app fee for a limited time!

Lovely 2 Story Two Bedrooms/One and a Half Bathrooms Apartment in Newton Booth in Sacramento.

2418 T ST Apt 6 is close to, Ella K. McClatchy Library, Merryhill Elementary & Middle School, Albert Winn Park, Sun Up Market, California State Office of Historic Preservation, with quick access to Lincoln highway, and Elvas Freeway, with an estimate of 9-min ride to Downtown Sacramento.

Unit Features:
- 2nd floor 2 bed/1.5 bathroom apartment
- Kitchen includes a refrigerator and electric range/oven
- Air conditioner
- Electric heating system
- Ceiling fan
- Private patio
- Off-street parking.

Community Features:
- On-site laundry facility

Rental Terms:
- Application Fee: $49 per adult
- Lease Term: 12 months
- Security Deposit: One month's rent
- Rental insurance required
- Pets are welcome with pet deposit, pet rent, and weight/other restrictions
- Trash and Sewer are included in rent
- Federal Occupancy Guidelines followed: Max 2 per bedroom + 1 additional occupant; Max 2 per studio. 

 We look forward to connecting with you!

Mynd Management
Equal Opportunity Housing
License #02014508

-Fast Online Application
-Mobile App to Pay Rent and Track Service 
-Affordable Renter's Insurance

www.mynd.co

(RLNE5612515)
","['Multi Family', 'Cats, small dogs allowed', '35 Days on Trulia', 'Rent Includes: Sewage, Garbage', 'Deposit: $1,695', 'Parking -', 'Laundry: Shared', 'Air Conditioning', 'Balcony', 'Refrigerator']",Multi Family,"('Cats allowed', 'Small dogs allowed')",0.0,1695.0,UNKNOWN,"('Sewage', 'Garbage')",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refrigerator,UNKNOWN,UNKNOWN,Shared,Air Conditioning,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Balcony,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2322,https://www.trulia.com/p/ca/sacramento/2405-f-st-4-sacramento-ca-95816--2288018514,2405 F St #4,Sacramento,CA,95816,Marshall School,2,0,850,1625,RENT,"MIDTOWN / RICHMOND GROVE Spacious Upstairs Two Bedroom! - located in a quaint gated community. 

This lovely living space features a large front window which allows lots of natural light to shine through, laminate flooring throughout, wall heating and air. Off the living area is a gorgeous newly remodeled kitchen which offers new stainless appliances, a gas range, garbage disposal. The tile floors and granite counter-tops really give this kitchen a modern look. 
The bedroom offers laminate oak flooring and large closets. In the hallway is a large storage closet and a beautifully updated bathroom which features a pedestal sink with bright ample lighting! The community offers one assigned off-street parking space at no charge and coin-op laundry.

2405 F St Apt 4 is close to Leland Stanford Park, Old Soul at The Weatherstone, Tank House BBQ & Bar, Pine Cove Tavern, Washington Elementary School with quick access to Elvas Freeway, with just a 7 min drive to downtown Sacramento.

Unit Features:
- 2 bed/1 bath apartment
- Kitchen includes a refrigerator, gas range/oven, microwave, dishwasher, and garbage disposal 
- Air conditioner
- Gas heating system
- On-site laundry facility

Rental Terms:
- Application Fee: $49 per adult
- Lease Term: 12 months
- Security Deposit: One month's rent
- Rental insurance required
- Pets are welcome with pet deposit, pet rent, and weight/other restrictions
- A flat fee of 50.00 Water/Sewer/Trash
- Federal Occupancy Guidelines followed: Max 2 per bedroom + 1 additional occupant; Max 2 per studio. 

 
We look forward to connecting with you!

Mynd Management
Equal Opportunity Housing
License #02014508

-Fast Online Application
-Mobile App to Pay Rent and Track Service 
-Affordable Renter's Insurance

www.mynd.co

(RLNE5655599)
","['Multi Family', 'Available: Apr 30th', 'Cats, small dogs allowed', '29 Days on Trulia', 'Deposit: $1,625', 'Parking -', 'Laundry: Shared', 'Air Conditioning', 'Dishwasher', 'Disposal', 'Microwave', 'Refrigerator']",Multi Family,"('Cats allowed', 'Small dogs allowed')",0.0,1625.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dishwasher,Microwave,Refrigerator,UNKNOWN,UNKNOWN,Shared,Air Conditioning,Disposal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2323,https://www.trulia.com/p/ca/sacramento/1328-d-st-9-sacramento-ca-95814--2365853591,1328 D St #9,Sacramento,CA,95814,Mansion Flats,2,0,0,1625,RENT,"Waived $49/per adult app fee for a limited time!

Charming Two Bedrooms/One Bathroom Townhome in D St.

This two-bedroom townhome has a brand new plush carpet throughout! The unit features a spacious kitchen, a large dining area with new dual-pane windows throughout the home overlooking the courtyard area. The sprawling living room provides natural light along with recessed LED can lighting. 

Both bedrooms have plenty of closet space and room to relax comfortably. The home has tons of storage space and the well-designed floor plan provides room to relax and unwind effortlessly.

1328 D St Apt 9 is close to John Muir Children's Park, Taqueria Jalisco, Ulysses S. Grant Park, Washington Elementary School, Cesar Chavez Plaza, with quick access to West Side Highway, just a 6 min ride to Downtown Sacramento.

Unit Features:
- 2 bed/1 bath Townhome
- Kitchen includes a refrigerator, electric range/oven, dishwasher, microwave, and garbage disposal 
- Air conditioner
- Double pane windows
- Ceiling fan
- Patio

Community Features:
- On-site laundry facility

Rental Terms:
- Application Fee: $49 per adult
- Lease Term: 12 months
- Security Deposit: One month's rent
- Rental insurance required
- Pets are welcome with pet deposit, pet rent, and weight/other restrictions
- A flat fee of $40 for water/trash/sewer
- Federal Occupancy Guidelines followed: Max 2 per bedroom + 1 additional occupant; Max 2 per studio. 

 We look forward to connecting with you!

Mynd Management
Equal Opportunity Housing
License #02014508

-Fast Online Application
-Mobile App to Pay Rent and Track Service 
-Affordable Renter's Insurance

www.mynd.co

(RLNE5686283)
","['Multi Family', 'Cats, small dogs allowed', '13 Days on Trulia', 'Deposit: $1,625', 'Laundry: Shared', 'Yard -', 'Air Conditioning', 'Balcony', 'Dishwasher', 'Disposal', 'Microwave', 'Refrigerator']",Multi Family,"('Cats allowed', 'Small dogs allowed')",0.0,1625.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dishwasher,Microwave,Refrigerator,UNKNOWN,UNKNOWN,Shared,Air Conditioning,Disposal,UNKNOWN,UNKNOWN,UNKNOWN,Balcony,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2324,https://www.trulia.com/p/ca/fair-oaks/10612-fair-oaks-blvd-15-fair-oaks-ca-95628--2444533590,10612 Fair Oaks Blvd #15,Fair Oaks,CA,95628,UNKNOWN,2,0,0,1100,RENT,"Yes, we are accepting applications NOW. All listings should be presumed available and are removed immediately after taking a deposit from an approved applicant.

Take advantage of our ONLINE APPLICATION PROCESS. You may submit your application online, fax, email or in person. We do not release information on the application activity and encourage you to apply if you are interested in this property. You will generally receive an email update on your application status within 1 business day after applying. If your application is not processed you will not be charged any fees.

Approved applicants are given 24hrs (1 business day) to place their deposit in order to hold the property and set a move in date. Please be sure to schedule a viewing of the property either before or immediately after submitting an application to rent.

This property can only be held with a paid security deposit that guarantees the move in for up to two weeks after your application is approved. Anything beyond two weeks must be approved by the property manager in writing. It is suggested you not apply until this is agreed to.

SCHEDULE An Agent SHOWING and receive email confirmation & a reminder via text message. Approved applicants may schedule private appointments if unable to attend one of our scheduled showings.

REQUIREMENTS: 
Income (times monthly rent): 3 
Credit (%): 3 Lines good credit with 6 month history or
Rent/Own Refer. (yrs min): 1 
Co Signer Accepted: No 

Each adult that intends to live in the property (everyone 18 years or older) must fully complete a separate application and pay the application fee. 

The security deposit and one months rent must be paid in the form of a cashiers check or money order prior to occupancy. Upon payment of a deposit, we will hold a vacancy by written agreement. 

DRE# 02089045

We Do Business in Accordance with State and Federal Fair Housing Laws. It is Illegal to Discriminate Against Any Person Because of Race, Color, Religion, Sex, Handicap, Familial Status or National Origin.

Pets guideline ($50mo pet rent): NO
Lease terms: 6 months to startttt
Water service: Owner
Garbage & Sewer service: Tenant will be charged $50 monthly for garbage and sewer. 
Yard Care: NA

*This Property Does Accept State/Fed Housing Subsidy Programs As A Source Of Income.
Carpet
Pool
","['Multi Family', 'No pets allowed', '13 Days on Trulia', 'Deposit: $1,100', 'No cats', 'No smoking building', 'Living room', 'Balcony', 'Refrigerator']",Multi Family,"('No pets allowed',)",0.0,1100.0,UNKNOWN,UNKNOWN,No smoking,Living room,UNKNOWN,UNKNOWN,Refrigerator,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Balcony,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2325,https://www.trulia.com/p/ca/citrus-heights/7604-san-simeon-dr-citrus-heights-ca-95610--2450418501,7604 San Simeon Dr,Citrus Heights,CA,95610,Sylvan Old Auburn Road,2,0,825,1250,RENT,"Yes, we are accepting applications NOW. All listings should be presumed available and are removed immediately after taking a deposit from an approved applicant.

Take advantage of our ONLINE APPLICATION PROCESS. You may submit your application online, fax, email or in person. We do not release information on the application activity and encourage you to apply if you are interested in this property. You will generally receive an email update on your application status within 1 business day after applying. If your application is not processed you will not be charged any fees.

Approved applicants are given 24hrs (1 business day) to place their deposit in order to hold the property and set a move in date. Please be sure to schedule a viewing of the property either before or immediately after submitting an application to rent.

This property can only be held with a paid security deposit that guarantees the move in for up to two weeks after your application is approved. Anything beyond two weeks must be approved by the property manager in writing. It is suggested you not apply until this is agreed to.

SCHEDULE An Agent SHOWING and receive email confirmation & a reminder via text message. Approved applicants may schedule private appointments if unable to attend one of our scheduled showings.

REQUIREMENTS: 
Income (times monthly rent): 3 
Credit (%): 3 Lines good credit with 6 month history 
Rent/Own Refer. (yrs min): 1 
Co Signer Accepted: No 

Each adult that intends to live in the property (everyone 18 years or older) must fully complete a separate application and pay the application fee. 

The security deposit and one months rent must be paid in the form of a cashiers check or money order prior to occupancy. Upon payment of a deposit, we will hold a vacancy by written agreement. 

CALL TODAY Contact: 
DRE# 01394354

We Do Business in Accordance with State and Federal Fair Housing Laws. It is Illegal to Discriminate Against Any Person Because of Race, Color, Religion, Sex, Handicap, Familial Status or National Origin.

Pets guideline ($50 mon pet rent): Small pet under 45 lb are allowed.
Lease terms: 12 Monthsttt
Water service: Tenant pay flat fee.
Garbage service: Tenant pay flat fee
Sewer service: Tenant pay flat fee
Yard Care: Included
Tenant contribute $50/mon flat fee for water, sewer, and garbage.

*This Property Does Accept State/Fed Housing Subsidy Programs As A Source Of Income.
Carpet
Storage
Stove
","['Townhouse', 'Cats, small dogs, large dogs allowed', '40 Days on Trulia', 'Deposit: $1,300', 'No smoking building', 'Refrigerator']",Townhouse,"('Cats allowed', 'Small dogs allowed', 'large dogs allowed')",0.0,1300.0,UNKNOWN,UNKNOWN,No smoking,UNKNOWN,UNKNOWN,UNKNOWN,Refrigerator,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2326,https://www.trulia.com/p/ca/sacramento/3360-h-st-7-sacramento-ca-95816--2443864922,3360 H St #7,Sacramento,CA,95816,East Sacramento,2,0,793,1795,RENT,"Waived $49/per adult app fee for a limited time!

Move-in special! $250.00 of your 1st full month's rent!

The ""Park McKinley Apartments"" are a prominent cornerstone of East Sacramento's iconic McKinley Park. The property is situated across the street from the park's Rose Garden and walking trails. The Art Deco style building has undergone extensive renovations bringing modern luxury & finishes to a classic building. The building boasts tons of natural light and tasteful splashes of original charm. 

This spacious, beautifully renovated 2 bedroom features a completely remodeled kitchen with quartz countertops, stainless steel appliances, and gorgeous cabinetry. The home has new laminate wood-style flooring throughout.

Garage parking and a large storage locker in the basement included. All utilities (including electricity) are included for one flat rate.

Community Features:
- On-site Laundry
- Elevator in building.

Rental Terms:
- Application Fee: $49 per adult
- Lease Term: 6 months
- Security Deposit: One month's rent
- Pets are welcome with pet deposit, pet rent, and weight/other restrictions 
- $75.00 flat fee for water/sewer/trash/power/gas. Tenant pays cable and internet
- Federal Occupancy Guidelines followed: Max 2 per bedroom + 1 additional occupant; Max 2 per studio.

 We look forward to connecting with you!

Mynd Management
Equal Opportunity Housing
License #02014508

-Fast Online Application
-Mobile App to Pay Rent and Track Service 
-Affordable Renter's Insurance

www.mynd.co

(RLNE5188641)
","['Multi Family', 'Cats, small dogs allowed', '52 Days on Trulia', 'Deposit: $1,795', 'Parking -', 'Laundry: Shared', 'Air Conditioning', 'Dishwasher', 'Disposal', 'Microwave', 'Refrigerator', 'Elevator']",Multi Family,"('Cats allowed', 'Small dogs allowed')",0.0,1795.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Dishwasher,Microwave,Refrigerator,UNKNOWN,UNKNOWN,Shared,Air Conditioning,Disposal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2327,https://www.trulia.com/c/ca/west-sacramento/1-bed-1-0-bath-550-sqft-1-075-501-michigan-blvd-45-west-sacramento-ca-95691--2355797641,"1 bed, 1.0 bath, 550 sqft, $1,075",West Sacramento,CA,95691,Michigan-Glide-Sutter,0,0,550,1075,RENT,"Waived $49/per adult app fee for a limited time!

Lovely One Bedroom/One Bath Apartment in West Sacramento - Available Soon!

501 Michigan Blvd Apt 45 is close to Papa Murphy's Take 'N' Bake Pizza, We Care Medical Center, Valley Care Medical Center, La Bou Bakery & Cafe, West Sacramento Community Center, Sacramento City College West Sacramento Center, with quick access to Tower Bridge Gateway, I-305, and Jefferson Blvd, just an 8 min ride to Downtown Sacramento

Unit Features:
- 1 bed/1 bath apartment
- The kitchen includes a refrigerator, gas range/oven, and garbage disposal.
- Air conditioner
- Patio
- Off-street parking.

Community Features:
- On-site laundry facility
- Picnic area

Rental Terms:
- Application Fee: $49 per adult
- Lease Term: 12 months
- Security Deposit: One month's rent
- Rental insurance required
- Pets are welcome with pet deposit, pet rent, and weight/other restrictions
- All utilities under the residents name, Water and trash pick-up service is a $55 flat monthly rate.
- Federal Occupancy Guidelines followed: Max 2 per bedroom + 1 additional occupant; Max 2 per studio.

 We look forward to connecting with you!

Mynd Management
Equal Opportunity Housing
License #02014508

-Fast Online Application
-Mobile App to Pay Rent and Track Service
-Affordable Renter's Insurance

www.mynd.co

(RLNE5584725)
","['Apartment', 'Cats, small dogs allowed', '29 Days on Trulia', 'Deposit: $1,075', 'Laundry: Shared', 'Balcony', 'Disposal', 'Refrigerator']",Apartment,"('Cats allowed', 'Small dogs allowed')",0.0,1075.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Refrigerator,UNKNOWN,UNKNOWN,Shared,UNKNOWN,Disposal,UNKNOWN,UNKNOWN,UNKNOWN,Balcony,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
2328,https://www.trulia.com/p/ca/sacramento/7582-24th-st-4-sacramento-ca-95822--2451114664,7582 24th St #4,Sacramento,CA,95822,Meadowview,2,0,900,975,RENT,"Yes, we are accepting applications NOW. All listings should be presumed available and are removed immediately after taking deposit from an approved applicant.

Take advantage of our ONLINE APPLICATION PROCESS. You may submit your application online, fax, email or in person. We do not release information on the application activity and encourage you to apply if you are interested in this property. You will generally receive an email update on your application status within 1 business day after applying. If your application is not processed you will not be charged any fees.

Approved applicants are given 24hrs (1 business day) to place their deposit in order to hold the property and set a move in date. Please be sure to schedule a viewing of the property either before or immediately after submitting an application to rent.

This property can only be held with a paid security deposit that guarantees the move in for up to two weeks after your application is approved. Anything beyond two weeks must be approved by the property manager in writing. It is suggested you not apply until this is agreed to.

SCHEDULE An Agent SHOWING and receive email confirmation & a reminder via text message. Approved applicants may schedule private appointments if unable to attend one of our scheduled showings.

REQUIREMENTS:
Income (times monthly rent): 2.5
Will take cosigner or increased deposit for lack of,
but not bad, rental references and credit.

DRE# 01486249

We Do Business in Accordance with State and Federal Fair Housing Laws. It is Illegal to Discriminate Against Any Person Because of Race, Color, Religion, Sex, Handicap, Familial Status or National Origin.

Pets accepted with $50mo pet rent: Yes
Lease terms: 12 months
Water service: Included
Garbage service: Included
Sewer service: Included
Yard Care: Included

Community restrictions:no parking in front of garages or in alleyways 

*This Property Does Accept State/Fed Housing Subsidy Programs As A Source Of Income.
Ceiling Fan
Ceramic Tile
Window Coverings
","['Multi Family', 'Cats, small dogs, large dogs allowed', '17 Days on Trulia', 'Deposit: $975', 'No smoking building', 'Living room', 'Refrigerator']",Multi Family,"('Cats allowed', 'Small dogs allowed', 'large dogs allowed')",0.0,975.0,UNKNOWN,UNKNOWN,No smoking,Living room,UNKNOWN,UNKNOWN,Refrigerator,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
